telemetry.time,deviceId,telemetry.co2
2022-11-24T12:02:52.0000000,DA00110034,1061
2022-11-24T12:01:45.0000000,DA00110034,1096
2022-11-24T12:13:33.0000000,AMNO-03,1085
2022-11-24T12:13:06.0000000,AMNO-02,1038
2022-11-24T12:11:08.0000000,AMNO-03,1053
2022-11-24T12:09:55.0000000,AMNO-03,1053
2022-11-24T12:12:21.0000000,AMNO-03,1075
2022-11-24T12:08:43.0000000,AMNO-03,1039
2022-11-24T12:07:31.0000000,AMNO-03,1011
2022-11-24T12:01:29.0000000,AMNO-03,949
2022-11-24T12:06:18.0000000,AMNO-03,1011
2022-11-24T12:05:07.0000000,AMNO-03,988
2022-11-24T12:03:55.0000000,AMNO-03,988
2022-11-24T12:02:42.0000000,AMNO-03,983
2022-11-24T12:00:17.0000000,AMNO-03,948
2022-11-24T12:11:45.0000000,AMNO-02,1038
2022-11-24T12:10:31.0000000,AMNO-02,1035
2022-11-24T12:14:00.0000000,AMNO-04,909
2022-11-24T12:09:18.0000000,AMNO-02,1031
2022-11-24T12:08:04.0000000,AMNO-02,1036
2022-11-24T12:13:52.0000000,DA00100001,1019
2022-11-24T12:06:52.0000000,AMNO-02,1027
2022-11-24T12:05:37.0000000,AMNO-02,1005
2022-11-24T12:14:04.0000000,AMNO-01,973
2022-11-24T12:01:58.0000000,AMNO-02,1032
2022-11-24T12:03:11.0000000,AMNO-02,1038
2022-11-24T12:04:25.0000000,AMNO-02,1029
2022-11-24T12:00:44.0000000,AMNO-02,1009
2022-11-24T12:09:17.0000000,AMNO-01,962
2022-11-24T12:12:52.0000000,AMNO-01,964
2022-11-24T12:11:40.0000000,AMNO-01,968
2022-11-24T12:10:29.0000000,AMNO-01,975
2022-11-24T12:06:52.0000000,AMNO-01,978
2022-11-24T12:08:04.0000000,AMNO-01,969
2022-11-24T12:05:40.0000000,AMNO-01,997
2022-11-24T12:11:39.0000000,DA00110047,740
2022-11-24T12:04:27.0000000,AMNO-01,978
2022-11-24T12:01:57.0000000,AMNO-01,974
2022-11-24T12:00:45.0000000,AMNO-01,979
2022-11-24T12:03:16.0000000,AMNO-01,975
2022-11-24T12:06:42.0000000,AMNO-04,933
2022-11-24T12:12:47.0000000,AMNO-04,937
2022-11-24T12:11:31.0000000,AMNO-04,928
2022-11-24T12:09:06.0000000,AMNO-04,929
2022-11-24T12:10:18.0000000,AMNO-04,931
2022-11-24T12:07:54.0000000,AMNO-04,928
2022-11-24T12:05:30.0000000,AMNO-04,928
2022-11-24T12:04:19.0000000,AMNO-04,945
2022-11-24T12:01:55.0000000,AMNO-04,942
2022-11-24T12:03:07.0000000,AMNO-04,946
2022-11-24T12:00:43.0000000,AMNO-04,921
2022-11-24T12:10:31.0000000,DA00110047,720
2022-11-24T12:07:52.0000000,DA00100001,1000
2022-11-24T12:01:55.0000000,DA00100001,960
2022-11-24T12:00:50.0000000,DA00100001,982
2022-11-24T12:12:18.0000000,DA00110045,675
2022-11-24T12:13:23.0000000,DA00110045,689
2022-11-24T12:09:57.0000000,DA00110045,658
2022-11-24T12:07:28.0000000,DA00110045,654
2022-11-24T12:08:42.0000000,DA00110045,629
2022-11-24T12:11:04.0000000,DA00110045,682
2022-11-24T12:06:21.0000000,DA00110045,663
2022-11-24T12:05:07.0000000,DA00110045,658
2022-11-24T12:04:01.0000000,DA00110045,633
2022-11-24T12:02:47.0000000,DA00110045,647
2022-11-24T12:01:42.0000000,DA00110045,654
2022-11-24T12:13:24.0000000,DA00110033,929
2022-11-24T12:13:20.0000000,DA00110040,1049
2022-11-24T12:12:15.0000000,DA00110040,1046
2022-11-24T12:13:53.0000000,DA00110041,778
2022-11-24T12:00:27.0000000,DA00110045,640
2022-11-24T12:13:13.0000000,DA00110036,965
2022-11-24T12:13:02.0000000,DA00110042,1386
2022-11-24T12:11:55.0000000,DA00110042,1357
2022-11-24T12:12:10.0000000,DA00110043,668
2022-11-24T12:13:18.0000000,DA00110043,671
2022-11-24T12:09:35.0000000,DA00110042,1355
2022-11-24T12:10:40.0000000,DA00110042,1357
2022-11-24T12:07:06.0000000,DA00110042,1319
2022-11-24T12:01:13.0000000,DA00110042,1336
2022-11-24T12:08:20.0000000,DA00110042,1355
2022-11-24T12:00:08.0000000,DA00110042,1349
2022-11-24T12:13:59.0000000,DA00110032,1068
2022-11-24T12:11:17.0000000,DA00110041,730
2022-11-24T12:12:34.0000000,DA00110041,758
2022-11-24T12:10:10.0000000,DA00110041,747
2022-11-24T12:08:51.0000000,DA00110041,749
2022-11-24T12:13:18.0000000,DA00110038,989
2022-11-24T12:07:46.0000000,DA00110041,728
2022-11-24T12:04:05.0000000,DA00110041,715
2022-11-24T12:05:10.0000000,DA00110041,732
2022-11-24T12:06:27.0000000,DA00110041,732
2022-11-24T12:01:42.0000000,DA00110041,747
2022-11-24T12:02:48.0000000,DA00110041,741
2022-11-24T12:00:21.0000000,DA00110041,735
2022-11-24T12:11:00.0000000,DA00110040,1053
