telemetry.time,deviceId,telemetry.co2
2022-12-09T20:41:19.0000000,DA00110034,461
2022-12-09T20:43:40.0000000,AMNO-03,534
2022-12-09T20:43:44.0000000,AMNO-01,555
2022-12-09T20:41:17.0000000,AMNO-03,540
2022-12-09T20:42:29.0000000,AMNO-03,535
2022-12-09T20:40:05.0000000,AMNO-03,543
2022-12-09T20:38:54.0000000,AMNO-03,520
2022-12-09T20:37:42.0000000,AMNO-03,538
2022-12-09T20:35:19.0000000,AMNO-03,543
2022-12-09T20:36:31.0000000,AMNO-03,528
2022-12-09T20:32:56.0000000,AMNO-03,559
2022-12-09T20:34:07.0000000,AMNO-03,536
2022-12-09T20:44:10.0000000,DA00110041,502
2022-12-09T20:41:21.0000000,AMNO-01,577
2022-12-09T20:42:33.0000000,AMNO-01,556
2022-12-09T20:31:44.0000000,AMNO-03,570
2022-12-09T20:43:01.0000000,DA00100001,486
2022-12-09T20:44:16.0000000,DA00100001,499
2022-12-09T20:40:09.0000000,AMNO-01,570
2022-12-09T20:37:46.0000000,AMNO-01,572
2022-12-09T20:38:58.0000000,AMNO-01,573
2022-12-09T20:36:35.0000000,AMNO-01,575
2022-12-09T20:43:51.0000000,DA00110042,564
2022-12-09T20:43:26.0000000,DA00110047,490
2022-12-09T20:42:12.0000000,DA00110047,526
2022-12-09T20:44:02.0000000,DA00110040,533
2022-12-09T20:34:11.0000000,AMNO-01,573
2022-12-09T20:35:23.0000000,AMNO-01,564
2022-12-09T20:33:00.0000000,AMNO-01,568
2022-12-09T20:31:48.0000000,AMNO-01,571
2022-12-09T20:30:36.0000000,AMNO-01,577
2022-12-09T20:41:06.0000000,DA00110047,515
2022-12-09T20:37:32.0000000,DA00110047,507
2022-12-09T20:39:52.0000000,DA00110047,518
2022-12-09T20:38:39.0000000,DA00110047,523
2022-12-09T20:35:13.0000000,DA00110047,520
2022-12-09T20:36:18.0000000,DA00110047,513
2022-12-09T20:33:58.0000000,DA00110047,515
2022-12-09T20:31:38.0000000,DA00110047,520
2022-12-09T20:30:24.0000000,DA00110047,523
2022-12-09T20:32:44.0000000,DA00110047,508
2022-12-09T20:44:23.0000000,DA00110045,512
2022-12-09T20:41:45.0000000,DA00100001,496
2022-12-09T20:40:39.0000000,DA00100001,482
2022-12-09T20:33:26.0000000,DA00100001,495
2022-12-09T20:34:41.0000000,DA00100001,494
2022-12-09T20:32:19.0000000,DA00100001,483
2022-12-09T20:35:47.0000000,DA00100001,491
2022-12-09T20:39:23.0000000,DA00100001,476
2022-12-09T20:38:18.0000000,DA00100001,504
2022-12-09T20:37:02.0000000,DA00100001,486
2022-12-09T20:43:22.0000000,DA00110037,517
2022-12-09T20:43:16.0000000,DA00110045,512
2022-12-09T20:42:00.0000000,DA00110045,516
2022-12-09T20:37:33.0000000,DA00110044,521
2022-12-09T20:39:36.0000000,DA00110045,503
2022-12-09T20:40:55.0000000,DA00110045,513
2022-12-09T20:38:48.0000000,DA00110043,534
2022-12-09T20:35:11.0000000,DA00110044,525
2022-12-09T20:33:50.0000000,DA00110044,527
2022-12-09T20:36:28.0000000,DA00110044,520
2022-12-09T20:31:16.0000000,DA00110045,500
2022-12-09T20:32:22.0000000,DA00110045,529
2022-12-09T20:30:00.0000000,DA00110045,521
2022-12-09T20:38:20.0000000,DA00110045,527
2022-12-09T20:42:46.0000000,DA00110042,574
2022-12-09T20:39:09.0000000,DA00110042,583
2022-12-09T20:41:29.0000000,DA00110042,566
2022-12-09T20:37:52.0000000,DA00110042,603
2022-12-09T20:36:46.0000000,DA00110042,596
2022-12-09T20:33:08.0000000,DA00110042,531
2022-12-09T20:30:47.0000000,DA00110042,534
2022-12-09T20:35:29.0000000,DA00110042,577
2022-12-09T20:40:24.0000000,DA00110042,557
2022-12-09T20:31:52.0000000,DA00110042,518
2022-12-09T20:34:24.0000000,DA00110042,523
2022-12-09T20:37:41.0000000,DA00110043,532
2022-12-09T20:42:56.0000000,DA00110041,522
2022-12-09T20:41:50.0000000,DA00110041,510
2022-12-09T20:33:07.0000000,DA00110036,465
2022-12-09T20:40:36.0000000,DA00110041,515
2022-12-09T20:38:16.0000000,DA00110041,498
2022-12-09T20:37:03.0000000,DA00110041,511
2022-12-09T20:39:23.0000000,DA00110041,514
2022-12-09T20:35:57.0000000,DA00110041,500
2022-12-09T20:41:03.0000000,DA00110038,460
2022-12-09T20:39:42.0000000,DA00110038,460
2022-12-09T20:32:22.0000000,DA00110041,496
2022-12-09T20:31:09.0000000,DA00110041,517
2022-12-09T20:34:42.0000000,DA00110041,503
2022-12-09T20:33:29.0000000,DA00110041,503
2022-12-09T20:30:02.0000000,DA00110041,507
2022-12-09T20:42:48.0000000,DA00110040,547
2022-12-09T20:41:33.0000000,DA00110040,524
2022-12-09T20:38:08.0000000,DA00110040,551
2022-12-09T20:39:14.0000000,DA00110040,538
2022-12-09T20:40:28.0000000,DA00110040,533
2022-12-09T20:36:54.0000000,DA00110040,531
2022-12-09T20:31:02.0000000,DA00110040,558
2022-12-09T20:44:00.0000000,DA00110039,547
2022-12-09T20:42:55.0000000,DA00110039,524
2022-12-09T20:34:34.0000000,DA00110039,546
2022-12-09T20:33:29.0000000,DA00110039,557
2022-12-09T20:40:26.0000000,DA00110039,532
2022-12-09T20:41:41.0000000,DA00110039,529
2022-12-09T20:31:08.0000000,DA00110039,553
2022-12-09T20:32:15.0000000,DA00110039,541
2022-12-09T20:40:52.0000000,DA00110037,526
2022-12-09T20:38:31.0000000,DA00110037,531
2022-12-09T20:42:06.0000000,DA00110037,518
2022-12-09T20:39:46.0000000,DA00110037,521
2022-12-09T20:37:26.0000000,DA00110037,521
2022-12-09T20:34:56.0000000,DA00110037,506
2022-12-09T20:33:51.0000000,DA00110037,518
2022-12-09T20:36:10.0000000,DA00110037,518
2022-12-09T20:32:35.0000000,DA00110037,512
2022-12-09T20:31:30.0000000,DA00110037,510
2022-12-09T20:30:14.0000000,DA00110037,534
2022-12-09T20:43:03.0000000,DA00110035,517
2022-12-09T20:41:46.0000000,DA00110035,504
2022-12-09T20:32:01.0000000,DA00110036,498
2022-12-09T20:30:46.0000000,DA00110036,475
2022-12-09T20:40:41.0000000,DA00110035,505
2022-12-09T20:44:09.0000000,DA00110032,545
2022-12-09T20:39:22.0000000,DA00110035,501
2022-12-09T20:38:17.0000000,DA00110035,501
2022-12-09T20:36:58.0000000,DA00110035,531
2022-12-09T20:44:18.0000000,DA00110031,442
2022-12-09T20:35:39.0000000,DA00110035,505
2022-12-09T20:43:13.0000000,DA00110031,450
2022-12-09T20:39:13.0000000,DA00110049,543
2022-12-09T20:43:26.0000000,DA00130002,448
2022-12-09T20:36:42.0000000,DA00130001,416
2022-12-09T20:40:53.0000000,DA00110031,446
2022-12-09T20:39:39.0000000,DA00110031,439
2022-12-09T20:41:58.0000000,DA00110031,455
2022-12-09T20:32:49.0000000,DA00130003,587
2022-12-09T20:39:43.0000000,DA00130004,548
2022-12-09T20:38:33.0000000,DA00110031,444
2022-12-09T20:36:04.0000000,DA00110031,444
2022-12-09T20:37:19.0000000,DA00110031,450
2022-12-09T20:32:39.0000000,DA00110031,452
2022-12-09T20:34:59.0000000,DA00110031,456
2022-12-09T20:31:26.0000000,DA00110031,452
2022-12-09T20:33:46.0000000,DA00110031,455
2022-12-09T20:30:11.0000000,DA00110031,448
2022-12-09T20:38:35.0000000,DA00130004,546
2022-12-09T20:42:10.0000000,DA00130002,444
2022-12-09T20:36:10.0000000,DA00130002,454
