telemetry.time,deviceId,telemetry.co2
2023-01-19T15:43:31.0000000,DA00110047,540
2023-01-19T15:41:11.0000000,DA00110034,698
2023-01-19T15:38:49.0000000,DA00110034,742
2023-01-19T15:40:04.0000000,DA00110034,697
2023-01-19T15:35:13.0000000,DA00110034,757
2023-01-19T15:36:27.0000000,DA00110034,712
2023-01-19T15:37:43.0000000,DA00110034,705
2023-01-19T15:34:08.0000000,DA00110034,750
2023-01-19T15:30:32.0000000,DA00110034,748
2023-01-19T15:31:47.0000000,DA00110034,728
2023-01-19T15:32:53.0000000,DA00110034,725
2023-01-19T15:43:47.0000000,AMNO-01,735
2023-01-19T15:38:48.0000000,DA00110045,679
2023-01-19T15:37:26.0000000,DA00110045,684
2023-01-19T15:42:33.0000000,AMNO-01,747
2023-01-19T15:40:03.0000000,AMNO-01,766
2023-01-19T15:38:48.0000000,AMNO-01,755
2023-01-19T15:41:18.0000000,AMNO-01,759
2023-01-19T15:37:36.0000000,AMNO-01,756
2023-01-19T15:36:22.0000000,AMNO-01,739
2023-01-19T15:33:43.0000000,AMNO-01,755
2023-01-19T15:35:08.0000000,AMNO-01,744
2023-01-19T15:43:46.0000000,DA00110044,661
2023-01-19T15:42:14.0000000,DA00110047,542
2023-01-19T15:32:22.0000000,AMNO-01,740
2023-01-19T15:31:08.0000000,AMNO-01,756
2023-01-19T15:32:31.0000000,DA00110047,549
2023-01-19T15:31:25.0000000,DA00110047,540
2023-01-19T15:38:30.0000000,DA00110047,553
2023-01-19T15:37:24.0000000,DA00110047,545
2023-01-19T15:36:10.0000000,DA00110047,537
2023-01-19T15:39:49.0000000,DA00110047,553
2023-01-19T15:33:47.0000000,DA00110047,550
2023-01-19T15:40:54.0000000,DA00110047,560
2023-01-19T15:30:08.0000000,DA00110047,544
2023-01-19T15:34:52.0000000,DA00110047,530
2023-01-19T15:43:12.0000000,DA00100001,685
2023-01-19T15:41:53.0000000,DA00100001,667
2023-01-19T15:37:07.0000000,DA00100001,681
2023-01-19T15:40:47.0000000,DA00100001,661
2023-01-19T15:38:23.0000000,DA00100001,678
2023-01-19T15:39:30.0000000,DA00100001,664
2023-01-19T15:34:42.0000000,DA00100001,710
2023-01-19T15:35:48.0000000,DA00100001,698
